# cfgfile = ./single-default/TOS2/TOS2.1803.meiyo_m4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
1678,S02,L08,M01,2.693555,-7.452545183679592e-06,27.825685435801148,1.3846413854589415e-05,False,31827.394165,-342.56935,13.28874,16.99775,123.3,0.56,0.17,31831.149275,-328.83764,13.10817,16.86166,124.35,-0.6,-1.28,0.06134527696434487,0.07748390319545403,-0.09407267286948817,0.03590734992797279,-0.01759963896509012,0.020611144573103563,-2.7668063892066774e-06
1679,S02,L08,M02,2.895079,-8.832295838950491e-05,34.410455441960124,4.5557974188686213e-05,False,31828.484195,-338.58409,13.3554,17.04793,123.67,0.6,-0.61,31832.44083,-324.49838,12.63488,17.0087,124.44,-0.49,-0.26,0.061336662978451834,0.07748005477975886,-0.09406121338345488,0.03589966049415404,-0.01760595612520591,0.06781553710020724,-3.0507961402609363e-05
1680,S02,L08,M02,2.870949,-4.640020145135822e-05,33.712380386661664,4.7220039830111396e-05,False,31837.39416,-306.72245,11.91841,16.79988,125.27,-0.42,-0.48,31841.326665,-292.5522,11.65687,16.82867,125.58,0.06,-0.64,0.061270233173839915,0.07745088166379066,-0.09397548693887701,0.035842344839384886,-0.017653138388161325,0.07028961274066978,-1.6161973428074905e-05
1681,S02,L08,M03,2.698103,-5.036752637275063e-05,28.25113934425221,3.7647221682303835e-05,False,31838.484285,-302.92656,11.7825,16.75656,125.34,-0.29,-0.19,31842.243945,-289.39705,11.4585,17.00529,125.74,0.03,-0.61,0.061262512539011896,0.07744754491298542,-0.09396580604925864,0.03583589547401278,-0.017658458024145736,0.056039949189620165,-1.8667755223855664e-05
1682,S02,L08,M03,2.690503,-3.734479248755987e-05,27.945689611477746,3.937117959397827e-05,False,31847.394305,-271.42406,10.24622,16.48027,125.92,-0.32,-0.75,31851.146365,-258.20629,9.51962,17.37158,125.97,0.4,0.16,0.06119187087543061,0.07741750375485763,-0.09387980397888376,0.0357788241462028,-0.017705631247264292,0.05860615486053402,-1.388022703842362e-05
1683,S02,L08,M04,2.523204,8.094269301648331e-06,19.834440867029997,6.713322344399348e-06,False,31848.484335,-267.26748,10.50288,16.58809,125.8,0.21,-1.72,31852.069095,-255.09691,9.00143,17.29059,125.96,0.01,0.91,0.061183663655614805,0.07741406346317946,-0.0938700754918141,0.03577239209547045,-0.017710958230737955,0.009993147601925738,3.207932970004934e-06
1684,S02,L08,M04,2.537919,9.292393460186446e-06,20.724710037004428,8.438462410406779e-06,False,31857.39441,-236.19165,8.38098,16.83758,124.94,0.13,-0.97,31860.993885,-223.55994,7.65646,17.27243,124.33,0.35,-0.25,0.061108840700889636,0.07738315118456263,-0.09378377562963697,0.0357155622117052,-0.017758122416075904,0.012561112974241046,3.6614223937747603e-06
1685,S02,L08,M01,2.67604,-4.094035250415234e-05,27.098463708194004,1.9667402577801197e-05,False,31858.484335,-232.2787,7.99196,16.782,124.57,-0.56,-0.26,31862.22193,-219.38189,7.1957,17.45027,124.18,0.66,0.01,0.06109884337952447,0.07737907783639672,-0.09377254689573133,0.035708197928804516,-0.01776424694698276,0.029276004759465603,-1.5298856707729458e-05
1686,S02,L08,M01,2.672105,2.3049475350727677e-06,26.946366250393623,2.131560924596161e-05,False,31867.39438,-200.655,7.13562,16.80639,122.65,0.54,-1.31,31871.12804,-188.12283,5.12949,16.9535,122.13,-0.57,1.19,0.06102001898754218,0.07734736287992044,-0.09368615200399705,0.035651760313042,-0.017811276763797353,0.03172945055998584,8.625961685909678e-07
1687,S02,L08,M02,2.792034,-8.882069593645493e-05,31.204062318668093,5.298877135264923e-05,False,31868.48441,-196.97447,6.52663,17.19311,122.65,0.17,-0.49,31872.338,-183.57999,5.46234,16.66036,121.32,0.05,-0.02,0.06100957803778393,0.07734321415892312,-0.09367498689186132,0.0356444970105117,-0.017817341824146286,0.0788766852247872,-3.181218278017206e-05
1688,S02,L08,M02,2.770164,-0.00013116750392062621,30.452316501651325,5.463185603402388e-05,False,31877.394415,-165.60144,4.65181,17.14357,120.69,-0.13,1.68,31881.226135,-151.54954,4.67637,16.71736,119.89,-0.54,-0.84,0.060926834652183,0.07731070837761868,-0.09358850093013676,0.035588463157664375,-0.0178642239176397,0.08132250666774803,-4.73500861034315e-05
1689,S02,L08,M03,2.669403,-0.00012314315162417633,27.088153304776426,4.5333576237946913e-05,False,31878.484445,-161.81631,4.55394,17.05828,120.35,-0.08,1.71,31882.215405,-147.94899,4.72946,16.70552,119.68,-0.09,-1.12,0.060916943865272924,0.07730686453307296,-0.0935783871829315,0.03558193713828159,-0.01786969472868511,0.06748150847350526,-4.613134533233698e-05
1690,S02,L08,M03,2.665298,-9.166050186514823e-05,26.915401295374636,4.701917312776296e-05,False,31887.39455,-129.43172,4.16976,17.11012,118.83,-0.41,0.33,31891.121405,-115.98885,3.67295,16.64094,118.26,-0.08,0.5,0.06083022514829145,0.07727352063027304,-0.09349164370413163,0.035526204818676826,-0.017916509687955877,0.06999061166461469,-3.439033904094335e-05
1691,S02,L08,M04,2.594224,-3.755248430426119e-05,23.807001748160275,1.4392696694830359e-05,False,31888.484475,-125.5848,3.97158,17.01845,118.88,-0.45,0.35,31892.140255,-112.1855,3.94403,16.6815,118.07,0.56,-0.24,0.060819735684414934,0.07726952716660077,-0.09348136674176155,0.03551962970223159,-0.01792204355910867,0.02142431646845896,-1.447542089821896e-05
1692,S02,L08,M04,2.611964,-3.7761795345396666e-05,24.677158326571316,1.6079856435028913e-05,False,31897.39455,-93.08864,3.5885,16.63152,117.1,-1.29,0.25,31901.06807,-79.88039,3.30555,16.95612,116.91,0.37,0.46,0.06072907323111616,0.0772353438777813,-0.09339435284949939,0.03546420342070303,-0.017968785597957403,0.023935746047867804,-1.445724188595121e-05
1693,S02,L08,M01,2.66279,4.3532173389938965e-05,26.551862599559257,2.6996353180880538e-05,False,31898.48458,-89.29037,3.73602,16.68991,117.08,-0.32,0.02,31902.208925,-75.72253,3.23248,16.99252,116.62,0.01,0.71,0.06071749412719164,0.07723101852585232,-0.0933834603682976,0.03545729595116451,-0.017974622435788408,0.04018554870604744,1.6348331408011507e-05
1694,S02,L08,M01,2.661335,3.234649717450638e-05,26.485549435177717,2.8582838019363703e-05,False,31907.394605,-56.72194,3.74952,16.88885,115.7,-0.2,-0.3,31911.117495,-43.36526,3.42084,16.92355,115.09,0.35,0.44,0.06062314340912599,0.07719607966403907,-0.0932963820547397,0.035402320450485074,-0.018021167718660712,0.042547118186232746,1.2154237318678929e-05
1695,S02,L08,M02,2.696684,-3.0308383796157868e-05,27.68376440935191,6.0216284993944264e-05,False,31908.48474,-52.87339,3.41708,17.00327,115.76,-0.31,0.49,31912.24298,-39.05975,3.76632,16.89489,114.87,0.41,-0.53,0.06061117795923113,0.07719168616026212,-0.09328554484097056,0.035395509682607136,-0.01802694550818045,0.08963523470403989,-1.1239130649404183e-05
1696,S02,L08,M02,2.676444,-3.888816326363868e-05,26.853861450113556,6.178550965066147e-05,False,31917.394745,-20.30848,3.89006,17.19829,114.85,0.82,0.52,31921.132745,-6.16748,4.1776,16.53977,114.29,-1.19,-0.3,0.06051322022616062,0.0771560036332517,-0.09319840697740828,0.035340996869624046,-0.01807328043429455,0.09197111145934551,-1.452978775705327e-05
1697,S02,L08,M03,2.657808,-3.712907960999722e-05,26.591727349722845,5.275731700011127e-05,False,31918.484775,-16.33635,3.85648,17.34836,114.75,0.58,0.4,31922.20414,-2.25091,4.49413,16.48733,114.42,-0.46,-0.63,0.06050110431906826,0.07715162398942423,-0.0931878169539114,0.035334402418288294,-0.018078896517805712,0.07853215275794542,-1.3969812571110185e-05
1698,S02,L08,M03,2.657523,-1.7962972900340868e-05,26.582198422599703,5.438387577607161e-05,False,31927.394735,16.79419,4.44517,16.89851,114.45,-0.56,-0.21,31931.113815,30.38816,4.98207,16.86143,114.38,-0.11,-0.09,0.06039940380926244,0.07711513171496093,-0.09310043700837409,0.03528024771943443,-0.018125106817127958,0.08095337448654895,-6.759291603625206e-06
1699,S02,L08,M04,2.679714,-2.1396826278282774e-05,27.65122853613309,2.1791697572029883e-05,False,31928.484865,20.66165,4.74267,16.92146,114.31,-0.11,-0.46,31932.226135,34.64378,4.97758,16.82616,114.43,-0.76,0.09,0.060386610980081204,0.07711057393155347,-0.09308962839987579,0.03527358105256284,-0.01813080664379713,0.0324381340805862,-7.984742505462439e-06
1700,S02,L08,M04,2.700724,-9.799997094588857e-05,28.483070723894798,2.3408397237193514e-05,False,31937.394765,53.491,5.00361,17.11768,114.56,0.59,0.15,31941.157045,67.5313,6.13696,16.87062,114.39,0.04,-1.09,0.06028120992116136,0.07707327487025567,-0.09300200574007349,0.035219797647134884,-0.018176879332361326,0.03484467998336745,-3.628655536289105e-05
1701,S02,L08,M01,2.66038,-4.724072838075208e-05,26.45264009511851,3.405376592021676e-05,False,31938.484795,57.64407,5.07269,16.9393,114.53,-0.39,0.06,31942.20673,71.52748,6.21385,16.77283,114.42,-0.08,-0.96,0.06026835913319143,0.07706875654294328,-0.09299148885067453,0.035213373660051374,-0.01818239295188634,0.05069089368635138,-1.7757135589935302e-05
1702,S02,L08,M01,2.661955,1.574824458512766e-05,26.509906612113213,3.560661433563043e-05,False,31947.394875,90.42519,5.86856,17.07069,114.8,0.06,0.05,31951.118385,104.35093,6.7395,16.87434,114.66,0.07,-0.66,0.06015957634170991,0.07703074717033276,-0.09290382816272702,0.035160096219233564,-0.01822820940358013,0.05300239351051686,5.916044630779882e-06
1703,S02,L08,M02,2.610544,-1.5410605905221161e-06,23.84069064724011,6.719229090078197e-05,False,31948.484905,94.6117,6.28786,16.86951,114.76,-0.09,-0.82,31952.157005,107.99499,6.7622,16.97397,114.91,0.5,-0.18,0.06014637932152775,0.07702616331358522,-0.09289335033624375,0.03515375981169472,-0.018233668920271416,0.1000194011603241,-5.903216304808945e-07
1704,S02,L08,M02,2.593049,2.22430858777475e-05,22.949398476808085,6.874445577336552e-05,False,31957.39491,127.31723,6.89366,16.91593,115.08,0.66,-0.21,31961.049515,141.10481,7.38645,16.98257,115.4,-0.7,-0.6,0.06003429703458725,0.07698745637618012,-0.09280565931788523,0.03510100186927999,-0.01827921425457818,0.10232988349358967,8.577965891792827e-06
1705,S02,L08,M03,2.662733,5.746602920959108e-06,26.7994237486202,5.9984724705039625e-05,False,31958.48504,131.33019,7.20892,17.28821,115.01,1.35,-0.46,31962.20933,145.36218,7.43039,16.60052,115.48,-1.13,-0.48,0.06001991500525687,0.0769825173937814,-0.09279456887509764,0.0350943644998858,-0.018284955500447946,0.08929054454512042,2.1581596506142775e-06
1706,S02,L08,M03,2.665723,1.443124892516136e-06,26.929428359934633,6.158891155997896e-05,False,31967.39504,164.20591,7.51914,17.06369,115.87,0.19,-0.17,31971.12232,178.30552,8.40647,16.74037,115.92,0.01,-0.91,0.059904330146176944,0.07694303152041918,-0.09270665775366305,0.03504202638167332,-0.018330314364461316,0.09167846444529498,5.413634096701481e-07
1707,S02,L08,M04,2.777739,-3.3698895299233207e-06,31.27921039195249,2.903627644378041e-05,False,31968.48507,168.48345,7.78034,16.81559,115.85,-0.99,-0.57,31972.324365,182.53699,8.3215,17.07711,116.26,1.0,-0.51,0.05988924740815782,0.07693790579401771,-0.0926953446661608,0.03503532780382142,-0.018336131231900837,0.04322208608902697,-1.213177166725643e-06
1708,S02,L08,M04,2.800699,3.8722589637428285e-08,32.04859294398352,3.065360522449065e-05,False,31977.395015,201.13261,8.25179,16.40908,116.49,-1.18,-0.3,31981.25727,215.34688,8.46314,17.22932,117.24,0.89,-0.18,0.0597702158061285,0.0768976482925319,-0.09260722246917782,0.03498342893580003,-0.018381285203523355,0.045629568464718856,1.3826044725773201e-08
1709,S02,L08,M01,2.672465,3.7464761847781244e-05,26.961461607819473,4.101132981362458e-05,False,31978.485045,205.27424,8.65153,16.37039,116.67,-0.52,-1.09,31982.219065,218.82727,8.44434,17.41813,117.23,0.83,0.16,0.059756346510443856,0.07689297893888529,-0.09259708289981855,0.03497748901184095,-0.018386462907806073,0.06104760819666501,1.4018803556933856e-05
1710,S02,L08,M01,2.677385,6.29286171772186e-06,27.16422973271233,4.2572349566956705e-05,False,31987.39504,237.86214,8.53371,16.49303,117.47,-0.42,0.36,31991.13398,251.6182,8.91491,17.44594,118.12,0.54,-1.12,0.05963422926257786,0.07685205364361838,-0.09250894418856062,0.03492614800646805,-0.01843130419000386,0.06337127150438382,2.3503761012039215e-06
1711,S02,L08,M02,2.537104,6.365175422420659e-06,19.757421875147173,7.4136322617381e-05,False,31988.48507,241.7641,8.6105,16.82409,117.7,0.64,0.22,31992.08373,255.2179,8.95989,17.16818,118.26,-0.35,-1.31,0.05962007886830301,0.07684733129410184,-0.0924988524897447,0.0349203015607787,-0.018436420105888536,0.1103559722850995,2.5088350427970862e-06
1712,S02,L08,M02,2.522689,-1.5549815691981194e-05,18.819906160733893,7.570001854051852e-05,False,31997.39515,274.34518,8.4556,17.23508,118.85,1.24,0.77,32000.979395,287.74014,8.88099,16.91231,119.15,-0.61,-1.17,0.059494963985772975,0.07680575319769664,-0.09241071015108464,0.0348695347310819,-0.01848093144833745,0.11268361921798947,-6.163984419792212e-06
1713,S02,L08,M03,2.681183,-5.0090704741640306e-05,27.566711285298908,6.720785090113869e-05,False,31998.48518,278.45823,8.46048,17.21836,118.92,0.51,0.24,32002.22792,292.22716,9.05068,16.81012,119.43,-0.07,-1.13,0.05947832129918185,0.07680024531809782,-0.09239912737911157,0.03486290330634724,-0.01848675747467071,0.10004256307215759,-1.8682314762416552e-05
1714,S02,L08,M03,2.686828,-1.812095587860972e-05,27.795061861284864,6.884183839857935e-05,False,32007.395175,310.97274,8.14699,16.88635,120.07,0.18,0.26,32011.14356,324.75386,8.48015,17.13654,120.7,0.04,-0.67,0.05934995560429607,0.07675792227595213,-0.09231079317664784,0.034812622369447384,-0.018531016589262282,0.10247484285911704,-6.744367662764317e-06
1715,S02,L08,M04,2.885014,-2.0786072984980138e-05,34.618838268827204,3.6325304152786516e-05,False,32008.485305,315.03174,8.38084,16.84734,120.05,0.43,-0.29,32012.431875,329.20989,7.99979,17.07646,120.96,-0.59,0.13,0.05933261675535541,0.0767522274769244,-0.09229900076692521,0.03480595162048685,-0.018536900430741788,0.05407220262356107,-7.20484302155211e-06
1716,S02,L08,M04,2.909864,-1.099673547459352e-05,35.32129990658197,3.796376669786351e-05,False,32017.3952,347.60075,8.20396,16.88222,121.1,0.47,-1.27,32021.36662,361.34928,6.89241,16.94985,121.43,-0.85,1.0,0.05920106123967886,0.07670916798285958,-0.0922104853011815,0.03475617703424961,-0.01858088785465316,0.056511143763761346,-3.779123517316796e-06
1717,S02,L08,M01,2.7008,2.0146593866539498e-05,28.117883328927405,4.806890208414578e-05,False,32018.48534,351.22777,7.89489,17.50077,121.46,0.97,-0.44,32022.247695,364.78781,6.93822,16.34377,121.2,-1.55,0.24,0.05918637299879626,0.07670437588775042,-0.09220070311989474,0.03475070822828925,-0.01858572986416418,0.07155319064786587,7.459491212433167e-06
1718,S02,L08,M01,2.70937,1.8101271038117373e-05,28.444706652293178,4.963320228116761e-05,False,32027.39529,383.11924,6.9257,17.65208,121.16,1.09,0.3,32031.166215,396.70266,6.31672,16.50979,120.33,-1.13,0.08,0.059052017108501234,0.07666068848703705,-0.09211218910223903,0.03470154139446159,-0.01862935018896405,0.07388173707549303,6.680988952456612e-06
1719,S02,L08,M02,2.478154,2.3399353045470473e-06,15.52505642509297,8.117424590491232e-05,False,32028.48532,387.04205,6.46333,17.62396,121.1,-0.63,0.89,32032.02503,399.71993,6.51451,16.52789,120.22,0.43,-0.55,0.05903718057724222,0.07665587851577049,-0.0921025096751188,0.03469619679188708,-0.018634100763050776,0.1208323061501053,9.442251387714595e-07
1720,S02,L08,M02,2.466954,1.1983531688425027e-07,14.564263732006026,8.272902372735224e-05,False,32037.39539,419.33928,6.21884,16.99371,119.78,-0.56,-0.29,32040.9239,431.55521,5.49375,17.12077,119.34,0.14,0.83,0.05890012889531606,0.07661158367684918,-0.09201402050080887,0.03464765919122724,-0.018677332083719432,0.12314667800218905,4.8576226749363904e-08
1721,S02,L08,M03,2.710838,-1.619959643426305e-05,28.743728538087083,7.449548814079888e-05,False,32038.48542,423.03918,6.03368,17.17979,119.7,-0.27,0.06,32042.257815,436.70033,5.59573,16.77681,119.18,-0.27,0.01,0.05888127315412214,0.07660550794451315,-0.09200197150554719,0.034641095109435145,-0.018683190819691286,0.11089060981699639,-5.975862974572088e-06
1722,S02,L08,M03,2.719448,1.5292904276403237e-05,29.07088427021378,7.610107894540651e-05,False,32047.39541,455.3898,5.47526,17.24723,118.52,0.22,0.01,32051.176415,468.92327,5.21586,16.69561,118.04,-0.3,-0.0,0.05874122483169171,0.07656050210909368,-0.09191331739441799,0.03459310914706437,-0.01872610425199639,0.11328061957306364,5.623532524395847e-06
1723,S02,L08,M04,2.999554,-3.100028972727493e-05,37.66676640904694,4.360935168034638e-05,False,32048.48544,459.13721,5.14722,17.31767,118.37,-0.01,0.72,32052.54655,474.10637,5.47949,16.45734,117.55,-0.34,-0.44,0.05872169781271101,0.07655424448135432,-0.09190107950690218,0.0345865320151907,-0.018731998690478903,0.06491490588554195,-1.0334966374092591e-05
1724,S02,L08,M04,3.026404,3.066431408526775e-05,38.32296508244045,4.5214447737154634e-05,False,32057.395515,491.6499,5.00367,17.16948,117.17,-0.17,0.39,32061.483475,506.86112,5.27758,16.32537,116.5,-0.45,-0.62,0.05857871992819335,0.07650853761846857,-0.09181227304960377,0.034539119285249026,-0.018774573616545723,0.06730417918244172,1.0132260625239642e-05
1725,S02,L08,M01,2.74308,5.673651918181942e-05,29.7282674242295,5.50510797926768e-05,False,32058.485545,495.45704,4.96888,17.18051,117.0,0.14,0.23,32062.29018,509.6982,5.34746,16.50102,116.53,0.01,-0.45,0.058563391615591,0.07650364854084918,-0.09180283218067078,0.03453411110442883,-0.018779079282666464,0.08194654416863575,2.0683508749952395e-05
1726,S02,L08,M01,2.75403,-3.9848521268292155e-06,30.125177305380106,5.657532470192413e-05,False,32067.39548,528.1996,5.08878,16.72303,115.8,-1.41,-0.13,32071.211065,542.02118,5.45471,16.9737,115.6,1.78,-0.37,0.05841790695521684,0.07645735712125198,-0.09171405362892122,0.03448736067440032,-0.018821228785648698,0.08421546610894746,-1.4469167463060373e-06
1727,S02,L08,M02,2.432934,1.2823602653865395e-05,11.108219184122447,8.808840309420278e-05,False,32068.48561,532.28064,5.16468,16.3383,115.57,-1.27,-0.33,32071.9801,544.74275,5.33355,17.32413,115.6,1.81,-0.05,0.05840261154932836,0.07645250029197297,-0.09170479460543839,0.03448251675947986,-0.018825604275889918,0.13112440740651793,5.270838688540419e-06
1728,S02,L08,M02,2.424884,1.6417034173674554e-07,10.095604912244454,8.958463565065852e-05,False,32077.395585,564.68198,5.94434,16.61412,114.44,0.48,-0.77,32080.882025,577.41605,5.4674,17.08082,115.12,0.06,0.7,0.05825472191798049,0.07640564386865517,-0.09161606419409066,0.03443644723404663,-0.018867308837786596,0.13335163142711673,6.770234853986645e-08
1729,S02,L08,M03,2.755948,2.2123145220814064e-05,30.41009203017836,8.15929386068489e-05,False,32078.48561,568.74292,5.9485,16.6713,114.58,0.97,-0.58,32082.303115,582.59645,5.46045,17.05109,114.82,-0.34,0.7,0.058233680939163285,0.07639899174499888,-0.09160355184593065,0.0344300012982732,-0.01887315699854287,0.12145555314401613,8.027417505995782e-06
1730,S02,L08,M03,2.768308,4.645356780481651e-05,30.841165921181528,8.314773104203891e-05,False,32087.395735,601.67078,6.37195,16.78142,115.03,0.04,-0.43,32091.2256,615.56147,6.26574,16.98204,115.49,-0.21,0.42,0.05808304169166678,0.07635145535048367,-0.09151467730979858,0.03438454666969465,-0.01891448016845127,0.12376994674797788,1.6780491117612817e-05
1731,S02,L08,M04,3.123959,1.677724702602807e-05,40.52130032114579,5.0671944832401665e-05,False,32088.48566,605.54129,6.30446,16.93838,115.27,0.08,0.21,32092.671175,620.95013,6.569,16.8277,115.68,-0.33,-0.15,0.05806143347321602,0.07634465002122004,-0.09150203811381459,0.03437813479937355,-0.01892032250494821,0.07542796219360355,5.37050807197792e-06
1732,S02,L08,M04,3.153004,2.7003496660548428e-05,41.126894615908014,5.221192265673275e-05,False,32097.39575,638.24182,7.03996,16.9828,116.99,0.54,-0.56,32101.61031,653.68335,7.14077,17.06059,117.33,0.51,-0.22,0.05790814006275331,0.0762964520761555,-0.09141304649707,0.0343333237350323,-0.01896123701716059,0.07772030343878025,8.564371203001464e-06
1733,S02,L08,M01,2.7972,-3.412427453917013e-05,31.599740208796817,6.18151467035032e-05,False,32098.48578,642.35724,6.87888,16.90407,116.95,-0.23,-0.15,32102.344535,656.16534,7.17223,17.31908,117.69,1.35,-0.26,0.05789236093243129,0.0762914983638808,-0.0914039498772695,0.03432877542266947,-0.01896539789731469,0.09201522783397194,-1.2199440347193669e-05
1734,S02,L08,M01,2.810555,2.0088078988072723e-05,32.054123577066605,6.333237001327245e-05,False,32107.395785,675.00057,7.6342,16.57559,118.45,-0.03,-1.0,32111.267895,688.6731,6.42668,17.02116,119.62,-0.78,1.12,0.05773683550575502,0.07624275586560432,-0.09131501064370176,0.034284677944916644,-0.01900583171864837,0.09427369773930208,7.1473708886937715e-06
1735,S02,L08,M02,2.403024,6.589261210572435e-06,6.514173184808129,9.480908913324621e-05,False,32108.485815,678.65415,7.613,17.20713,118.98,1.65,-0.76,32111.950395,691.1654,6.55465,16.79987,119.64,-1.07,0.78,0.05772127063574854,0.07623788463296431,-0.09130616958718032,0.03428032565697384,-0.01900983021598752,0.14112851627079617,2.7420704955807493e-06
1736,S02,L08,M02,2.398504,1.3237501877726898e-05,5.50071960026014,9.632872226072198e-05,False,32117.39584,711.14596,6.87134,16.8066,120.4,-0.69,0.33,32120.8559,723.0767,6.39061,17.17028,121.63,0.35,-0.03,0.05756356112936063,0.07618860805282862,-0.0912172988059392,0.034236950221254794,-0.019049772885057277,0.14339057332162589,5.5190660001929945e-06
1737,S02,L08,M03,2.814513,1.0365488981373377e-05,32.378148862066126,8.85578236214943e-05,False,32118.48587,714.63092,6.76586,17.25186,120.7,0.49,1.05,32122.36194,728.60882,6.36774,16.56617,121.6,-0.78,-0.42,0.057540392543533214,0.07618138074604913,-0.091204347304561,0.034230684350152446,-0.019055556702589273,0.13182316554383744,3.6828712396685948e-06
1738,S02,L08,M03,2.828508,3.274358943899167e-05,32.81694253273338,9.010833128736752e-05,False,32127.39587,746.50302,6.2705,17.42376,122.72,0.77,-0.1,32131.285935,760.41106,5.79145,16.5311,122.18,-0.06,-0.16,0.05738008909704384,0.0761314456715573,-0.09111536950432204,0.03418797788879799,-0.019095062572060433,0.13413118103424732,1.1576276057551071e-05
1739,S02,L08,M04,3.253929,-4.346260295756338e-05,43.119277774100794,5.766819561848417e-05,False,32128.4859,750.30268,5.67413,17.29886,122.68,-0.31,0.95,32132.801385,765.96111,5.98235,16.61784,122.46,0.7,-1.34,0.0573564807112263,0.07612410308666198,-0.09110236938094957,0.034181794590663075,-0.019100796555208986,0.08584226426026036,-1.335696106385953e-05
1740,S02,L08,M04,3.282924,-6.267385450865225e-05,43.66131781621107,5.924327754188378e-05,False,32137.395945,782.15458,5.08817,16.885,121.97,-0.57,0.01,32141.740425,797.61503,4.50211,16.72181,121.43,-0.41,0.17,0.05719361710357195,0.07607351782918409,-0.09101330793861553,0.034139774039709574,-0.019139848636384918,0.08818685987747939,-1.909086366563839e-05
1741,S02,L08,M01,2.863875,2.957450318599995e-05,33.71459641516162,6.860679334898396e-05,False,32138.485975,785.89871,5.05367,16.96512,121.92,-0.11,-0.23,32142.411405,800.04162,4.52877,16.66663,121.39,-0.54,-0.07,0.05717744600909408,0.0760685012040766,-0.09100452086197452,0.03413565912602395,-0.019143680625240807,0.10212496544325479,1.0326743725197485e-05
1742,S02,L08,M01,2.88016,-8.403241074153965e-06,34.203439954279276,7.012151567870132e-05,False,32147.396,817.64698,3.89461,16.83042,120.29,-0.65,0.19,32151.337715,831.75899,3.83715,16.54044,119.45,-0.59,-0.11,0.05701238708863599,0.07601737058505362,-0.0909155211583402,0.03409436623499228,-0.01918223076174452,0.1043797125029467,-2.9176299490840663e-06
1743,S02,L08,M02,2.388634,5.145576949796698e-05,2.068722527355021,0.00010157820061453365,False,32148.48603,821.23726,3.93314,16.98818,120.16,0.24,0.16,32151.93622,833.94828,3.85705,16.40272,119.32,-0.76,-0.18,0.05699666457390355,0.07601250577017629,-0.09090709579367143,0.034090486528775985,-0.019185860158689727,0.15120470905525688,2.1541922914086872e-05
1744,S02,L08,M02,2.387734,2.5865492779402306e-05,1.2024112455209774,0.00010306896995544112,False,32157.396115,853.11451,2.98502,17.02471,118.35,-0.34,0.3,32160.845405,865.77796,3.74185,16.6218,117.55,-0.04,-1.07,0.05682947461374015,0.07596084644597431,-0.09081818536692646,0.03404993300440726,-0.019223894654737526,0.15342380078061432,1.0832652539772983e-05
1745,S02,L08,M03,2.881103,1.9221256582261796e-05,34.40907744126716,9.551780277545416e-05,False,32158.48604,857.03124,3.25046,16.71585,117.95,-0.25,-0.19,32162.4287,871.14061,3.2572,16.93784,117.53,0.12,0.38,0.056804201323978704,0.0759530481025743,-0.09080484787126417,0.034043908395557015,-0.01922955986215287,0.142183475301624,6.67149233549158e-06
1746,S02,L08,M03,2.898078,1.6183213419927537e-05,34.89092483493849,9.703517113201074e-05,False,32167.396095,889.12924,3.36351,16.74986,116.18,0.6,-1.18,32171.35573,903.3247,3.05009,17.06363,115.76,-0.13,0.36,0.05663444741333852,0.07590073028870788,-0.09071585941090651,0.03400405705177324,-0.01926712085266344,0.14444216111703276,5.584119343898797e-06
1747,S02,L08,M04,3.388159,-6.316745509049997e-05,45.4822683045021,6.460376551771098e-05,False,32168.486125,893.19766,3.42123,16.73156,116.01,0.37,-1.25,32172.93584,908.79249,2.80208,17.19878,115.6,0.25,0.78,0.0566088437244598,0.07589284973977443,-0.09070253944728887,0.03399815160475471,-0.019272701964455873,0.09616623950692309,-1.864359231384949e-05
1748,S02,L08,M04,3.419224,3.57498113331445e-05,45.99365649538703,6.611594773119272e-05,False,32177.39618,925.33668,3.38203,16.61376,114.75,0.35,-0.46,32181.87696,941.56862,3.37216,16.99314,114.3,-0.42,-0.33,0.0564365667322273,0.07583988368415803,-0.09061349819555492,0.033959019200907756,-0.019309772312982816,0.09841720546462608,1.0455533575204345e-05
1749,S02,L08,M01,2.941845,5.139416578376597e-05,35.914591434924745,7.526068237128886e-05,False,32178.486205,929.13196,3.30519,17.00351,114.7,0.97,-0.05,32182.489605,943.78034,3.52372,16.86868,114.3,-0.12,-0.63,0.05642003970680239,0.075834807521138,-0.09060500617858826,0.03395531679141574,-0.019313287183403804,0.11202964329358904,1.747004542515529e-05
1750,S02,L08,M01,2.960505,4.664558156234482e-05,36.40991833650742,7.671303364700495e-05,False,32187.396235,961.46593,3.45395,17.09237,114.82,0.79,0.37,32191.418295,976.44982,4.30915,16.72956,114.47,0.33,-1.09,0.056245619261591946,0.07578130145392852,-0.09051604980967343,0.03391693208440524,-0.01934982900133682,0.11419154762702002,1.5755954326152066e-05
1751,S02,L08,M02,2.390279,4.5678131655814437e-05,2.8460625486973186,0.0001081708121418682,False,32188.486265,965.62201,3.32796,16.93497,114.59,-0.26,0.41,32191.9381,978.30824,4.34067,16.84188,114.63,0.69,-1.08,0.05622979137253539,0.07577645050816423,-0.09050802307201089,0.033913496176412344,-0.01935310700997975,0.1610181720017774,1.91099581495777e-05
